id,TYPE,APN,Application,SubApp,Temperature,Targetdistance,Wavelength,FiberConnectortype,PowerConsumption,PhysicalDimension,Acronym,CLEICode,Specification,1ABinBOM,RelatedAPN,Vendor1,Vendor1PN,Vendor2,Vendor2PN,Vendor3,Vendor3PN,Vendor4,Vendor4PN,Vendor5,Vendor5PN,BitRate,Txpower,ExtinctionRation,Sensitivity_BacktoBack,Overload,AttenuationRange,PathPenalty,Link,Link2,Sensitivity_FECdisable,Attenuation_range_FECdisable,Maximum_chromatic_dispersion_FECdisable,Sensitivity_FECenable,Maximum_chromatic_dispersion_FECenable,Frequency,FrequencySpacing,Channels,BERObjective_FECenable,BERObjective_FECdisable,OSNRtolerance_withmaxCD_FECenable,OSNRtolerance_withmaxCD_FECdisable,OSNRtolerance_withminCD_FECenable,OSNRtolerance_withminCD_FECdisable,Maximum_chromatic_dispersion,Minimum_chromatic_dispersion,WDMtype,Wavelength_deviation,Txpower_perlane,Txpower_total,Single_rate,Data_rate_per_lane,BERObjective,Source_type,Overload_per_lane,Optical_path_penalty,Maximum_chromatic_dispersion_range_at_upper_wavelength_limit,Minimum_chromatic_dispersion_range_at_lower_wavelength_limit,Dual_rate,Overload_1E_12,Overload_1E_4,Sensitivity_2E_3,Sensitivity_1E_4,Sensitivity_1E_12,OSNR_tolerance_with_CD_2E_3,OSNR_tolerance_with_CD_1E_12,OSNR_tolerance_with_CD_1E_4,OSNR_tolerance_without_CD_2E_3,OSNR_tolerance_without_CD_1E_12,OSNR_tolerance_without_CD_1E_4,Tx_Wavelength,Connectortype,Sensitivity_per_lane_BacktoBack,Attenuation_range_FECenable,Link1_URL,Link2_URL,BERObjective_100GbE,BERObjective_OTU4,Dual_rate_100GbE,Dual_rate_OTU4,Sensitivity_per_lane_100GbE,Sensitivity_per_lane_OTU4,Data_rate_per_lane_100GbE,Data_rate_per_lane_OTU4,Attenuation_range_100GbE,Attenuation_range_OTU4,Optical_path_penalty_100GbE,Optical_path_penalty_OTU4,Link3,Link4,Link5,Link6,Link7
138,SFP,1AB377220033,DWDM,SL-16.2D (9300),-0.071428571,80,1553.329(CH30),SMF,1.3,56.5x13.7x8.5,S2G7W30VC,WOTRA9RTAA,SFP DWDM CH 30 (DWDM (2400 ps/nm) DDM (193.0)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,193.0 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220033_1.PNG,1AB377220033_2.PNG,1AB377220033_3.PNG,1AB377220033_4.PNG,1AB377220033_5.PNG
139,SFP,1AB377220034,DWDM,SL-16.2D (9290),-0.071428571,80,1554.134(CH29),SMF,1.3,56.5x13.7x8.5,S2G7W29VC,WOTRA9TTAA,SFP DWDM CH 29 (DWDM (2400 ps/nm) DDM? (192.9)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.9 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220034_1.PNG,1AB377220034_2.PNG,1AB377220034_3.PNG,1AB377220034_4.PNG,1AB377220034_5.PNG
140,SFP,1AB377220035,DWDM,SL-16.2D (9280),-0.071428571,80,1554.940(CH28),SMF,1.3,56.5x13.7x8.5,S2G7W28VC,WOTRA9UTAA,SFP DWDM CH 28 (DWDM (2400 ps/nm) DDM (192.8)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.8 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220035_1.PNG,1AB377220035_2.PNG,1AB377220035_3.PNG,1AB377220035_4.PNG,1AB377220035_5.PNG
141,SFP,1AB377220036,DWDM,SL-16.2D (9270),-0.071428571,80,1555.747(CH27),SMF,1.3,56.5x13.7x8.5,S2G7W27VC,WOTRA9WTAA,SFP DWDM CH 27 (DWDM (2400 ps/nm) DDM (192.7)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.7 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220036_1.PNG,1AB377220036_2.PNG,1AB377220036_3.PNG,1AB377220036_4.PNG,1AB377220036_5.PNG
142,SFP,1AB377220037,DWDM,SL-16.2D (9260),-0.071428571,80,1556.555(CH26),SMF,1.3,56.5x13.7x8.5,S2G7W26VC,WOTRA9XTAA,SFP DWDM CH 26 (DWDM (2400 ps/nm) DDM (192.6)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.6 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220037_1.PNG,1AB377220037_2.PNG,1AB377220037_3.PNG,1AB377220037_4.PNG,1AB377220037_5.PNG
143,SFP,1AB377220038,DWDM,SL-16.2D (9250),-0.071428571,80,1557.363(CH25),SMF,1.3,56.5x13.7x8.5,S2G7W25VC,WOTRA9YTAA,SFP DWDM CH 25 (DWDM (2400 ps/nm) DDM (192.5)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.5 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220038_1.PNG,1AB377220038_2.PNG,1AB377220038_3.PNG,1AB377220038_4.PNG,1AB377220038_5.PNG
144,SFP,1AB377220039,DWDM,SL-16.2D (9240),-0.071428571,80,1558.173(CH24),SMF,1.3,56.5x13.7x8.5,S2G7W24VC,WOTRA9ZTAA,SFP DWDM CH 24 (DWDM (2400 ps/nm) DDM (192.4)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.4 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220039_1.PNG,1AB377220039_2.PNG,1AB377220039_3.PNG,1AB377220039_4.PNG,1AB377220039_5.PNG
145,SFP,1AB377220040,DWDM,SL-16.2D (9230),-0.071428571,80,1558.983(CH23),SMF,1.3,56.5x13.7x8.5,S2G7W23VC,WOTRA90TAA,SFP DWDM CH 23 (DWDM (2400 ps/nm) DDM (192.3)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.3 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220040_1.PNG,1AB377220040_2.PNG,1AB377220040_3.PNG,1AB377220040_4.PNG,1AB377220040_5.PNG
146,SFP,1AB377220041,DWDM,SL-16.2D (9220),-0.071428571,80,1559.794(CH22),SMF,1.3,56.5x13.7x8.5,S2G7W22VC,WOTRA91TAA,SFP DWDM CH 22 (DWDM (2400 ps/nm) DDM (192.2)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.2 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220041_1.PNG,1AB377220041_2.PNG,1AB377220041_3.PNG,1AB377220041_4.PNG,1AB377220041_5.PNG
147,SFP,1AB377220042,DWDM,SL-16.2D (9210),-0.071428571,80,1560.606(CH21),SMF,1.3,56.5x13.7x8.5,S2G7W21VC,WOTRA92TAA,SFP DWDM CH 21 (DWDM (2400 ps/nm) DDM (192.1),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.1 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220042_1.PNG,1AB377220042_2.PNG,1AB377220042_3.PNG,1AB377220042_4.PNG,1AB377220042_5.PNG
148,SFP,1AB377220043,DWDM,SL-16.2D (9200),-0.071428571,80,1561.419(CH20),SMF,1.3,56.5x13.7x8.5,S2G7W20VC,WOTRA95TAA,SFP DWDM CH 20 (DWDM (2400 ps/nm) DDM (192.1),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,192.0 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220043_1.PNG,1AB377220043_2.PNG,1AB377220043_3.PNG,1AB377220043_4.PNG,1AB377220043_5.PNG
149,SFP,1AB377220044,DWDM,SL-16.2D (9190),-0.071428571,80,1562.232(CH19),SMF,1.3,56.5x13.7x8.5,S2G7W19VC,WOTRA96TAA,SFP DWDM CH 19 (DWDM (2400 ps/nm) DDM (191.9),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,191.9 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220044_1.PNG,1AB377220044_2.PNG,1AB377220044_3.PNG,1AB377220044_4.PNG,1AB377220044_5.PNG
150,SFP,1AB377220045,DWDM,SL-16.2D (9180),-0.071428571,80,1563.047(CH18),SMF,1.3,56.5x13.7x8.5,S2G7W18VC,WOTRA97TAA,SFP DWDM CH 18 (DWDM (2400 ps/nm) DDM (191.8),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,191.8 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220045_1.PNG,1AB377220045_2.PNG,1AB377220045_3.PNG,1AB377220045_4.PNG,1AB377220045_5.PNG
151,SFP,1AB377220046,DWDM,SL-16.2D (9170),-0.071428571,80,1563.862(CH17),SMF,1.3,56.5x13.7x8.5,S2G7W17VC,WOTRA98TAA,SFP DWDM CH 17 (DWDM (2400 ps/nm) DDM (191.7)),NA,1AB377220003-46 (ch60-17),FINISAR,FWLF1632xx-A9 ,AOI,A58LEDxxFDMA0497,,,,,,,0.1 to 2.67,0~+4,>8.2,,-8,,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/SFP%20Common%20Spec%20rev%201.2.pdf?csf=1,,-28,12 to 25.5,,-32,,191.7 +/- 0.0025,100,fixed,1.00E-04,1.00E-12,13,19,12.5,18,2400,0,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,12 to 29.5,,,,,,,,,,,,,,,1AB377220046_1.PNG,1AB377220046_2.PNG,1AB377220046_3.PNG,1AB377220046_4.PNG,1AB377220046_5.PNG
152,SFP,1AB407440001,Smart,SG-LXE ,-0.470588235,10,1310,SMF,1.6,56.5x13.7x8.5,SG-LXE ,WOTRCZ1TAA,1GbE Smart SFP 1000BASE-LX10 - EFM OAM ,NA,NA,OE Solution,RSP12SLX-IT3IE1,,,,,,,,,1.25,-9~-3,>9,-20,-3,0 to 11,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440001%20%20Nokia%20Smart%20SFP%201000BASE-LX%20-%20EFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440001_1.PNG,1AB407440001_2.PNG,1AB407440001_3.PNG,\N,\N
153,SFP,1AB407440002,Smart,SG-LXC ,-0.470588235,10,1310,SMF,1.6,56.5x13.7x8.5,SG-LXC ,WOTRCZ2TAA,1GbE Smart SFP 1000BASE-LX10 - CFM OAM ,NA,NA,OE Solution,RSP12SLX-IT3IC1,,,,,,,,,1.25,-9~-3,>9,-20,-3,0 to 11,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440002%20%20Nokia%20Smart%20SFP%201000BASE-LX%20-%20CFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440002_1.PNG,1AB407440002_2.PNG,1AB407440002_3.PNG,\N,\N
154,SFP,1AB407440003,Smart,SG-ZXE ,-0.470588235,80,1550,SMF,1.7,56.5x13.7x8.5,SG-ZXE ,WOTRCZ3TAA,1GbE Smart SFP 1000BASE-ZX - EFM OAM ,NA,NA,OE Solution,RSP12SZX-IT5IE1,,,,,,,,,1.25,0~+5,>9,-24,0,5 to 24,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440003%20%20Nokia%20Smart%20SFP%201000BASE-ZX%20-EFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440003_1.PNG,1AB407440003_2.PNG,1AB407440003_3.PNG,\N,\N
155,SFP,1AB407440004,Smart,SG-ZXC ,-0.470588235,80,1550,SMF,1.7,56.5x13.7x8.5,SG-ZXC ,WOTRCZ4TAA,1GbE Smart SFP 1000BASE-ZX - CFM OAM ,NA,NA,OE Solution,RSP12SZX-IT5IC1,,,,,,,,,1.25,0~+5,>9,-24,0,5 to 24,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440004%20%20Nokia%20Smart%20SFP%201000BASE-ZX%20-%20CFM%20OAM.pdf?csf=1,,DFB laser,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440004_1.PNG,1AB407440004_2.PNG,1AB407440004_3.PNG,\N,\N
156,SFP,1AB407440009,Smart,SG-B20UE ,-0.470588235,20,1310,SMF,1.9,56.5x13.7x8.5,SG-B20UE,WOTRC0KTAA,1GbE Smart SFP 1000BASE-BX20-U - EFM OAM ,NA,NA,OE Solution,RBT12SLE-IT3iE1,,,,,,,,,1.25,-7~-2,>9,-23,-2,0 to 15,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440009(10)%20%20Nokia%20BiDi%20Smart%20SFP%201000BASE-BX20-U(D)%20-%20EFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440009_1.PNG,1AB407440009_2.PNG,1AB407440009_3.PNG,\N,\N
157,SFP,1AB407440010,Smart,SG-B20DE ,-0.470588235,20,1490,SMF,1.9,56.5x13.7x8.5,SG-B20DE,WOTRC0LTAA,1GbE Smart SFP 1000BASE-BX20-D - EFM OAM ,NA,NA,OE Solution,RBT12SLE-IT4iE1,,,,,,,,,1.25,-7~-2,>9,-23,-2,0 to 15,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440009(10)%20%20Nokia%20BiDi%20Smart%20SFP%201000BASE-BX20-U(D)%20-%20EFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440010_1.PNG,1AB407440010_2.PNG,1AB407440010_3.PNG,\N,\N
158,SFP,1AB407440011,Smart,SG-B20UC ,-0.470588235,20,1310,SMF,1.9,56.5x13.7x8.5,SG-B20UC,WOTRC0MTAA,1GbE Smart SFP 1000BASE-BX20-U - CFM OAM ,NA,NA,OE Solution,RBT12SLE-IT3iC1,,,,,,,,,1.25,-7~-2,>9,-23,-2,0 to 15,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440011(12)%20%20Nokia%20BiDi%20Smart%20SFP%201000BASE-BX20-U(D)%20-%20CFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440011_1.PNG,1AB407440011_2.PNG,1AB407440011_3.PNG,\N,\N
159,SFP,1AB407440012,Smart,SG-B20DC ,-0.470588235,20,1490,SMF,1.9,56.5x13.7x8.5,SG-B20DC,WOTRC0NTAA,1GbE Smart SFP 1000BASE-BX20-D - CFM OAM ,NA,NA,OE Solution,RBT12SLE-IT4iC1,,,,,,,,,1.25,-7~-2,>9,-23,-2,0 to 15,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440011(12)%20%20Nokia%20BiDi%20Smart%20SFP%201000BASE-BX20-U(D)%20-%20CFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440012_1.PNG,1AB407440012_2.PNG,1AB407440012_3.PNG,\N,\N
160,SFP,1AB407440013,Smart,SG-B40UE ,-0.470588235,40,1310,SMF,1.9,56.5x13.7x8.5,SG-B40UE,WOTRC0HTAA,1GbE Smart SFP 1000BASE-BX40-U - EFM OAM ,NA,NA,OE Solution,RBT12SEX-IT3iE1,,,,,,,,,1.25,-3~+2,>9,-25,-3,5 to 21,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440013(14)%20%20Nokia%20BiDi%20Smart%20SFP%201000BASE-BX40-U(D)%20-%20EFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440013_1.PNG,1AB407440013_2.PNG,1AB407440013_3.PNG,\N,\N
161,SFP,1AB407440014,Smart,SG-B40DE ,-0.470588235,40,1490,SMF,1.9,56.5x13.7x8.5,SG-B40DE,WOTRC0JTAA,1GbE Smart SFP 1000BASE-BX40-D - EFM OAM ,NA,NA,OE Solution,RBT12SEX-IT4iE1,,,,,,,,,1.25,-3~+2,>9,-25,-3,5 to 21,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440013(14)%20%20Nokia%20BiDi%20Smart%20SFP%201000BASE-BX40-U(D)%20-%20EFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440014_1.PNG,1AB407440014_2.PNG,1AB407440014_3.PNG,\N,\N
162,SFP,1AB407440015,Smart,SG-B40UC ,-0.470588235,40,1310,SMF,1.9,56.5x13.7x8.5,SG-B40UC,WOTRC0FTAA,1GbE Smart SFP 1000BASE-BX40-U - CFM OAM ,NA,NA,OE Solution,RBT12SEX-IT3iC1,,,,,,,,,1.25,-3~+2,>9,-25,-3,5 to 21,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440015(16)%20%20Nokia%20BiDi%20Smart%20SFP%201000BASE-BX40-U(D)%20-%20CFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440015_1.PNG,1AB407440015_2.PNG,1AB407440015_3.PNG,\N,\N
163,SFP,1AB407440016,Smart,SG-B40DC ,-0.470588235,40,1490,SMF,1.9,56.5x13.7x8.5,SG-B40DC,WOTRC0GTAA,1GbE Smart SFP 1000BASE-BX40-D - CFM OAM ,NA,NA,OE Solution,RBT12SEX-IT4iC1,,,,,,,,,1.25,-3~+2,>9,-25,-3,5 to 21,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440015(16)%20%20Nokia%20BiDi%20Smart%20SFP%201000BASE-BX40-U(D)%20-%20CFM%20OAM.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440016_1.PNG,1AB407440016_2.PNG,1AB407440016_3.PNG,\N,\N
164,SFP,1AB407440021,Smart,SG-S-1.1,-0.470588235,15,1310,SMF,2,56.5x13.7x8.5,SG-S-1.1,WOTRDAHTAA,TSOP Smart SFP 155M STM-1/OC-3 (S-1.1),NA,NA,OE Solution,RSP02SI1-IT3iT2,,,,,,,,,0.155,-15~-7,>8.2,-28,-8,1 to 42,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440021%20%20Nokia%20TSOP%20Smart%20SFP%20STM-1%20(S-1.1).pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440021_1.PNG,1AB407440021_2.PNG,1AB407440021_3.PNG,\N,\N
165,SFP,1AB407440022,Smart,SG-L-1.1,-0.470588235,40,1310,SMF,2,56.5x13.7x8.5,SG-L-1.1,WOTRDBTTAA,TSOP Smart SFP 155M STM-1/OC-3 (L-1.1),NA,NA,OE Solution,RSP02SL1-IT3iT2,,,,,,,,,0.155,-5~0,>10,-34,-10,10 to 28,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440022%20%20Nokia%20TSOP%20Smart%20SFP%20STM-1%20(L-1.1).pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440022_1.PNG,1AB407440022_2.PNG,1AB407440022_3.PNG,\N,\N
166,SFP,1AB407440023,Smart,SG-L-1.2,-0.470588235,80,1550,SMF,2,56.5x13.7x8.5,SG-L-1.2,WOTRDBUTAA,TSOP Smart SFP 155M STM-1/OC-3 (L-1.2),NA,NA,OE Solution,RSP02SL2-IT5iT2,,,,,,,,,0.155,-5~0,>10,-34,-10,10 to 28,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/Smart%20SFP/1AB407440023%20Nokia%20TSOP%20Smart%20SFP%20STM-1(L-1.2).pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB407440023_1.PNG,1AB407440023_2.PNG,1AB407440023_3.PNG,\N,\N
